import time: self [us] | cumulative | imported package
import time:       665 |        665 |                         murmurhash.mrmr
import time:      1141 |       2629 |                       murmurhash
import time:        58 |       2686 |                     murmurhash.mrmr
import time:       122 |        122 |                       thinc.backends.collections
import time:        65 |        186 |                     thinc.backends.collections.abc
import time:       124 |        124 |                     thinc.backends.typing
import time:       148 |        148 |                     thinc.backends.numpy
import time:      2029 |       2029 |                     thinc.backends.ops
import time:       141 |        141 |                       thinc.backends.blis
import time:        67 |        207 |                     thinc.backends.blis.py
import time:      2035 |      20111 |                   thinc.backends.numpy_ops
import time:       848 |      22250 |                 thinc.backends.cupy_ops
import time:       481 |        481 |                   thinc_apple_ops
import time:       767 |       1248 |                 thinc.backends.mps_ops
import time:      1022 |      26184 |               thinc.backends
import time:       814 |        814 |               thinc.initializers
import time:      1734 |       1734 |                     thinc.optimizers
import time:       735 |        735 |                         thinc.shims.shim
import time:       938 |       1672 |                       thinc.shims.mxnet
import time:       886 |        886 |                         thinc.shims.pytorch_grad_scaler
import time:       922 |       1807 |                       thinc.shims.pytorch
import time:       921 |        921 |                       thinc.shims.tensorflow
import time:       756 |        756 |                       thinc.shims.torchscript
import time:       858 |       6012 |                     thinc.shims
import time:      1961 |       9706 |                   thinc.model
import time:      1287 |      10992 |                 thinc.layers.add
import time:       811 |        811 |                 thinc.layers.array_getitem
import time:       784 |        784 |                 thinc.layers.bidirectional
import time:       798 |        798 |                 thinc.layers.cauchysimilarity
import time:       964 |        964 |                 thinc.layers.chain
import time:       918 |        918 |                   thinc.layers.dropout
import time:       884 |        884 |                   thinc.layers.layernorm
import time:       954 |       2755 |                 thinc.layers.clipped_linear
import time:       954 |        954 |                   thinc.layers.noop
import time:       850 |       1803 |                 thinc.layers.clone
import time:      1151 |       1151 |                 thinc.layers.concatenate
import time:       702 |        702 |                 thinc.layers.dish
import time:       724 |        724 |                 thinc.layers.embed
import time:       710 |        710 |                 thinc.layers.expand_window
import time:       653 |        653 |                 thinc.layers.gelu
import time:       683 |        683 |                 thinc.layers.hard_swish
import time:       694 |        694 |                 thinc.layers.hard_swish_mobilenet
import time:       705 |        705 |                 thinc.layers.hashembed
import time:       640 |        640 |                 thinc.layers.linear
import time:       722 |        722 |                 thinc.layers.list2array
import time:       668 |        668 |                 thinc.layers.list2padded
import time:       652 |        652 |                 thinc.layers.list2ragged
import time:       653 |        653 |                 thinc.layers.logistic
import time:       700 |        700 |                 thinc.layers.lstm
import time:       936 |        936 |                 thinc.layers.map_list
import time:       768 |        768 |                 thinc.layers.maxout
import time:       656 |        656 |                 thinc.layers.mish
import time:       671 |        671 |                 thinc.layers.multisoftmax
import time:       815 |        815 |                 thinc.layers.mxnetwrapper
import time:       835 |        835 |                 thinc.layers.padded2list
import time:       993 |        993 |                 thinc.layers.parametricattention
import time:       769 |        769 |                 thinc.layers.parametricattention_v2
import time:       139 |        139 |                   thinc.layers.numpy
import time:       113 |        113 |                   thinc.layers.typing
import time:      1089 |       1339 |                 thinc.layers.premap_ids
import time:       805 |        805 |                 thinc.layers.pytorchwrapper
import time:       726 |        726 |                 thinc.layers.ragged2list
import time:       802 |        802 |                 thinc.layers.reduce_first
import time:       678 |        678 |                 thinc.layers.reduce_last
import time:       680 |        680 |                 thinc.layers.reduce_max
import time:       670 |        670 |                 thinc.layers.reduce_mean
import time:       678 |        678 |                 thinc.layers.reduce_sum
import time:       725 |        725 |                 thinc.layers.relu
import time:       901 |        901 |                 thinc.layers.remap_ids
import time:       833 |        833 |                 thinc.layers.residual
import time:       756 |        756 |                 thinc.layers.resizable
import time:      1027 |       1027 |                 thinc.layers.siamese
import time:       731 |        731 |                 thinc.layers.sigmoid
import time:       722 |        722 |                 thinc.layers.sigmoid_activation
import time:       725 |        725 |                 thinc.layers.softmax
import time:       676 |        676 |                 thinc.layers.softmax_activation
import time:       183 |        183 |                   thinc.layers.typing
import time:      1403 |       1585 |                 thinc.layers.sparselinear
import time:       964 |        964 |                 thinc.layers.strings2arrays
import time:       734 |        734 |                 thinc.layers.swish
import time:       849 |        849 |                 thinc.layers.tensorflowwrapper
import time:       686 |        686 |                 thinc.layers.torchscriptwrapper
import time:       691 |        691 |                 thinc.layers.tuplify
import time:       692 |        692 |                 thinc.layers.uniqued
import time:       850 |        850 |                 thinc.layers.with_array
import time:       887 |        887 |                 thinc.layers.with_array2d
import time:       647 |        647 |                 thinc.layers.with_cpu
import time:       692 |        692 |                 thinc.layers.with_debug
import time:       859 |        859 |                 thinc.layers.with_flatten
import time:       983 |        983 |                 thinc.layers.with_flatten_v2
import time:       702 |        702 |                 thinc.layers.with_getitem
import time:       922 |        922 |                 thinc.layers.with_list
import time:       870 |        870 |                 thinc.layers.with_nvtx_range
import time:      1330 |       1330 |                 thinc.layers.with_padded
import time:       930 |        930 |                 thinc.layers.with_ragged
import time:       832 |        832 |                 thinc.layers.with_reshape
import time:       925 |        925 |                 thinc.layers.with_signpost_interval
import time:      2315 |      68795 |               thinc.layers
import time:      1692 |       1692 |               thinc.loss
import time:       782 |        782 |               thinc.schedules
import time:       988 |      99253 |             thinc.api
import time:       964 |     333881 |           spacy.compat
import time:      2434 |     336315 |         spacy.errors
import time:      1030 |       1030 |                             packaging._elffile
import time:       920 |       1950 |                           packaging._manylinux
import time:       851 |        851 |                           packaging._musllinux
import time:       888 |       3688 |                         packaging.tags
import time:      1733 |       5420 |                       packaging.utils
import time:      4431 |       9851 |                     packaging.specifiers
import time:      3609 |      13460 |                   packaging._tokenizer
import time:      1139 |      14599 |                 packaging._parser
import time:      1161 |       1161 |                 packaging.markers
import time:       787 |      16546 |               packaging.requirements
import time:       489 |        489 |                 cupy
import time:        67 |        555 |               cupy.random
import time:       631 |        631 |               spacy.about
import time:      1300 |       1300 |               spacy.symbols
import time:      3174 |      22204 |             spacy.util
import time:       979 |        979 |               spacy.ty
import time:       603 |        603 |               spacy.git_info
import time:       652 |        652 |                 spacy.lang
import time:      1057 |       1057 |                 spacy.lang.char_classes
import time:      1061 |       2769 |               spacy.lang.punctuation
import time:     20710 |      20710 |               spacy.lang.tokenizer_exceptions
import time:       188 |        188 |                   preshed.math
import time:       169 |        169 |                   preshed.array
import time:       158 |        158 |                   preshed.copy_reg
import time:       683 |        683 |                   copy_reg
import time:       161 |        161 |                   preshed.copyreg
import time:      1008 |       2366 |                 preshed.bloom
import time:       135 |        135 |                   spacy.contextlib
import time:       154 |        154 |                   spacy.typing
import time:       151 |        151 |                   spacy.srsly
import time:      1325 |       1763 |                 spacy.strings
import time:      1193 |       5321 |               spacy.lookups
import time:       785 |        785 |                     spacy.attrs
import time:       130 |        130 |                         spacy.warnings
import time:       135 |        135 |                         spacy.numpy
import time:      1222 |       1222 |                         spacy.parts_of_speech
import time:       906 |       2391 |                       spacy.morphology
import time:       179 |        179 |                         spacy.warnings
import time:       115 |        115 |                         spacy.numpy
import time:       153 |        153 |                           spacy.thinc
import time:        67 |        220 |                         spacy.thinc.api
import time:      1254 |       1767 |                       spacy.lexeme
import time:       891 |        891 |                             spacy.tokens.morphanalysis
import time:       157 |        157 |                             spacy.tokens.warnings
import time:       173 |        173 |                               spacy.tokens.thinc
import time:        65 |        237 |                             spacy.tokens.thinc.api
import time:      1010 |       1010 |                             spacy.tokens.underscore
import time:      1409 |       3702 |                           spacy.tokens.token
import time:       134 |        134 |                           spacy.tokens.copy
import time:       110 |        110 |                           spacy.tokens.warnings
import time:       158 |        158 |                           spacy.tokens.numpy
import time:       109 |        109 |                             spacy.tokens.thinc
import time:        60 |        168 |                           spacy.tokens.thinc.api
import time:      1229 |       5499 |                         spacy.tokens.span
import time:       143 |        143 |                         spacy.tokens.typing
import time:       156 |        156 |                         spacy.tokens.copy
import time:       116 |        116 |                         spacy.tokens.itertools
import time:       126 |        126 |                         spacy.tokens.warnings
import time:       127 |        127 |                         spacy.tokens.collections
import time:       123 |        123 |                         spacy.tokens.enum
import time:       128 |        128 |                         spacy.tokens.numpy
import time:       104 |        104 |                         spacy.tokens.srsly
import time:       109 |        109 |                           spacy.tokens.thinc
import time:        54 |        163 |                         spacy.tokens.thinc.api
import time:       100 |        100 |                           spacy.tokens.thinc
import time:        54 |        154 |                         spacy.tokens.thinc.util
import time:       126 |        126 |                             spacy.tokens.struct
import time:       162 |        162 |                             spacy.tokens.weakref
import time:       164 |        164 |                             spacy.tokens.copy
import time:       156 |        156 |                             spacy.tokens.typing
import time:       161 |        161 |                             spacy.tokens.srsly
import time:       153 |        153 |                               spacy.tokens.spacy
import time:        68 |        220 |                             spacy.tokens.spacy.errors
import time:      1240 |       2226 |                           spacy.tokens.span_group
import time:      1288 |       3514 |                         spacy.tokens._dict_proxies
import time:     96232 |      96232 |                         spacy.schemas
import time:       136 |        136 |                           spacy.tokens.numpy
import time:       166 |        166 |                             spacy.tokens.thinc
import time:        55 |        220 |                           spacy.tokens.thinc.api
import time:      1783 |       2138 |                         spacy.tokens._retokenize
import time:      2418 |     111133 |                       spacy.tokens.doc
import time:       274 |        274 |                       spacy.functools
import time:       158 |        158 |                       spacy.contextlib
import time:       164 |        164 |                       spacy.typing
import time:       160 |        160 |                       spacy.numpy
import time:       159 |        159 |                       spacy.srsly
import time:       155 |        155 |                         spacy.thinc
import time:        60 |        214 |                       spacy.thinc.api
import time:      1322 |       1322 |                       spacy.lang.lex_attrs
import time:       765 |        765 |                       spacy.lang.norm_exceptions
import time:       147 |        147 |                         spacy.typing
import time:       116 |        116 |                         spacy.warnings
import time:       132 |        132 |                         spacy.enum
import time:       127 |        127 |                         spacy.pathlib
import time:       125 |        125 |                         spacy.typing
import time:       123 |        123 |                         spacy.numpy
import time:       124 |        124 |                         spacy.srsly
import time:       110 |        110 |                           spacy.thinc
import time:        63 |        173 |                         spacy.thinc.api
import time:       110 |        110 |                           spacy.thinc
import time:        60 |        170 |                         spacy.thinc.backends
import time:       107 |        107 |                           spacy.thinc
import time:        61 |        167 |                         spacy.thinc.types
import time:      1806 |       3206 |                       spacy.vectors
import time:      1723 |     123431 |                     spacy.vocab
import time:      1029 |     125244 |                   spacy.tokens._serialize
import time:       696 |     125939 |                 spacy.tokens
import time:       867 |     126806 |               spacy.pipe_analysis
import time:       121 |        121 |                       spacy.training.re
import time:       154 |        154 |                       spacy.training.itertools
import time:       128 |        128 |                       spacy.training.typing
import time:       836 |       1238 |                     spacy.training.align
import time:       183 |        183 |                       spacy.training.typing
import time:       160 |        160 |                       spacy.training.numpy
import time:       948 |       1290 |                     spacy.training.alignment_array
import time:      1295 |       3822 |                   spacy.training.alignment
import time:       131 |        131 |                         spacy.training.collections
import time:        52 |        183 |                       spacy.training.collections.abc
import time:       113 |        113 |                       spacy.training.numpy
import time:       761 |        761 |                       spacy.pipeline._parser_internals
import time:       132 |        132 |                         spacy.pipeline._parser_internals.copy
import time:      1306 |       1437 |                       spacy.pipeline._parser_internals.nonproj
import time:      1206 |       1206 |                       spacy.training.iob_utils
import time:      1773 |       5471 |                     spacy.training.example
import time:      1131 |       6602 |                   spacy.training.augment
import time:      1389 |       1389 |                   spacy.training.batchers
import time:      1026 |       1026 |                   spacy.training.callbacks
import time:      1143 |       1143 |                   spacy.training.corpus
import time:       129 |        129 |                     spacy.training.warnings
import time:       151 |        151 |                     spacy.training.srsly
import time:       952 |       1230 |                   spacy.training.gold_io
import time:       879 |        879 |                   spacy.training.loggers
import time:       897 |      16986 |                 spacy.training
import time:      1450 |      18436 |               spacy.scorer
import time:       186 |        186 |                         spacy.matcher.typing
import time:       161 |        161 |                         spacy.matcher.re
import time:       156 |        156 |                         spacy.matcher.warnings
import time:       151 |        151 |                         spacy.matcher.srsly
import time:       854 |        854 |                         spacy.matcher.levenshtein
import time:      2079 |       3585 |                       spacy.matcher.matcher
import time:       182 |        182 |                       spacy.matcher.warnings
import time:       160 |        160 |                       spacy.matcher.collections
import time:       205 |        205 |                       spacy.matcher.itertools
import time:       162 |        162 |                       spacy.matcher.typing
import time:      2047 |       6340 |                     spacy.matcher.dependencymatcher
import time:       140 |        140 |                       spacy.matcher.warnings
import time:      1138 |       1278 |                     spacy.matcher.phrasematcher
import time:       775 |       8393 |                   spacy.matcher
import time:        57 |       8450 |                 spacy.matcher.phrasematcher
import time:       123 |        123 |                 spacy.re
import time:      1551 |      10122 |               spacy.tokenizer
import time:      1128 |       1128 |                 spacy.training.pretrain
import time:       989 |       2117 |               spacy.training.initialize
import time:      5451 |     193310 |             spacy.language
import time:       132 |        132 |               spacy.pipeline.warnings
import time:       112 |        112 |               spacy.pipeline.typing
import time:       108 |        108 |               spacy.pipeline.srsly
import time:      1190 |       1541 |             spacy.pipeline.pipe
import time:      1485 |     218539 |           spacy.pipeline.attributeruler
import time:       134 |        134 |                 spacy.pipeline.typing
import time:       112 |        112 |                 spacy.pipeline.srsly
import time:       154 |        154 |                   spacy.pipeline.thinc
import time:        67 |        221 |                 spacy.pipeline.thinc.api
import time:      1195 |       1661 |               spacy.pipeline.trainable_pipe
import time:      1374 |       1374 |               spacy.pipeline._parser_internals.stateclass
import time:       151 |        151 |                 spacy.pipeline._parser_internals.collections
import time:       156 |        156 |                 spacy.pipeline._parser_internals.srsly
import time:      1939 |       2244 |               spacy.pipeline._parser_internals.transition_system
import time:      1018 |       1018 |                   spacy.ml.callbacks
import time:       138 |        138 |                             spacy.kb.pathlib
import time:       153 |        153 |                             spacy.kb.typing
import time:      1104 |       1395 |                           spacy.kb.kb
import time:       131 |        131 |                           spacy.kb.typing
import time:      1520 |       3044 |                         spacy.kb.candidate
import time:       127 |        127 |                           spacy.kb.typing
import time:       150 |        150 |                           spacy.kb.srsly
import time:       149 |        149 |                           spacy.kb.warnings
import time:       157 |        157 |                           spacy.kb.pathlib
import time:      1497 |       2078 |                         spacy.kb.kb_in_memory
import time:      1024 |       6145 |                       spacy.kb
import time:       840 |        840 |                       spacy.ml.extract_spans
import time:      1344 |       8329 |                     spacy.ml.models.entity_linker
import time:       912 |        912 |                     spacy.ml.models.multi_task
import time:       932 |        932 |                       spacy.ml._precomputable_affine
import time:       142 |        142 |                           spacy.ml.numpy
import time:       164 |        164 |                             spacy.ml.numpy
import time:        65 |        228 |                           spacy.ml.numpy.random
import time:       152 |        152 |                             spacy.ml.thinc
import time:        63 |        215 |                           spacy.ml.thinc.api
import time:      1980 |       2563 |                         spacy.ml.parser_model
import time:      1004 |       3567 |                       spacy.ml.tb_framework
import time:       914 |       5411 |                     spacy.ml.models.parser
import time:       843 |        843 |                     spacy.ml.models.span_finder
import time:      1253 |       1253 |                     spacy.ml.models.spancat
import time:      1154 |       1154 |                     spacy.ml.models.tagger
import time:       919 |        919 |                       spacy.ml.extract_ngrams
import time:      1155 |       1155 |                       spacy.ml.staticvectors
import time:       871 |        871 |                         spacy.ml._character_embed
import time:      1803 |       1803 |                         spacy.pipeline.tok2vec
import time:      1216 |       1216 |                         spacy.ml.featureextractor
import time:      1165 |       5053 |                       spacy.ml.models.tok2vec
import time:      1595 |       8720 |                     spacy.ml.models.textcat
import time:      1308 |      27926 |                   spacy.ml.models
import time:      1020 |      29963 |                 spacy.ml
import time:        66 |      30028 |               spacy.ml.parser_model
import time:       205 |        205 |               spacy.pipeline.itertools
import time:       165 |        165 |               spacy.pipeline.random
import time:       156 |        156 |               spacy.pipeline.numpy
import time:       153 |        153 |                 spacy.pipeline.numpy
import time:        61 |        213 |               spacy.pipeline.numpy.random
import time:       154 |        154 |               spacy.pipeline.srsly
import time:       151 |        151 |                 spacy.pipeline.thinc
import time:        60 |        210 |               spacy.pipeline.thinc.api
import time:       888 |        888 |                   thinc.extra
import time:       315 |        315 |                   thinc.extra.math
import time:      1479 |       2681 |                 thinc.extra.search
import time:       357 |        357 |                 spacy.pipeline._parser_internals.numpy
import time:       176 |        176 |                     spacy.pipeline._parser_internals.thinc
import time:        61 |        237 |                   spacy.pipeline._parser_internals.thinc.extra
import time:        65 |        302 |                 spacy.pipeline._parser_internals.thinc.extra.search
import time:      2084 |       5422 |               spacy.pipeline._parser_internals._beam_utils
import time:      1903 |      43730 |             spacy.pipeline.transition_parser
import time:       151 |        151 |               spacy.pipeline._parser_internals.collections
import time:      2611 |       2762 |             spacy.pipeline._parser_internals.arc_eager
import time:       131 |        131 |             spacy.pipeline.importlib
import time:       135 |        135 |             spacy.pipeline.sys
import time:       157 |        157 |             spacy.pipeline.collections
import time:       127 |        127 |             spacy.pipeline.typing
import time:       152 |        152 |               spacy.pipeline.thinc
import time:        65 |        216 |             spacy.pipeline.thinc.api
import time:      1301 |       1301 |             spacy.pipeline.functions
import time:      2129 |      50683 |           spacy.pipeline.dep_parser
import time:       821 |        821 |               spacy.pipeline._edit_tree_internals
import time:      2431 |       2431 |               spacy.pipeline._edit_tree_internals.schemas
import time:      1508 |       4759 |             spacy.pipeline._edit_tree_internals.edit_trees
import time:       983 |        983 |             spacy.pipeline.lemmatizer
import time:      1289 |       7031 |           spacy.pipeline.edit_tree_lemmatizer
import time:      2502 |       2502 |                 spacy.pipeline.legacy.entity_linker
import time:       696 |       3198 |               spacy.pipeline.legacy
import time:        49 |       3247 |             spacy.pipeline.legacy.entity_linker
import time:      1617 |       4864 |           spacy.pipeline.entity_linker
import time:      1355 |       1355 |           spacy.pipeline.entityruler
import time:       137 |        137 |             spacy.pipeline.importlib
import time:       111 |        111 |             spacy.pipeline.sys
import time:       128 |        128 |             spacy.pipeline.itertools
import time:       125 |        125 |             spacy.pipeline.typing
import time:       111 |        111 |               spacy.pipeline.thinc
import time:        68 |        178 |             spacy.pipeline.thinc.api
import time:       135 |        135 |               spacy.pipeline.importlib
import time:       112 |        112 |               spacy.pipeline.sys
import time:       158 |        158 |               spacy.pipeline.itertools
import time:       127 |        127 |               spacy.pipeline.typing
import time:       154 |        154 |               spacy.pipeline.numpy
import time:       123 |        123 |                 spacy.pipeline.thinc
import time:        68 |        191 |               spacy.pipeline.thinc.api
import time:      2038 |       2912 |             spacy.pipeline.tagger
import time:      2104 |       5693 |           spacy.pipeline.morphologizer
import time:       129 |        129 |               spacy.pipeline._parser_internals.collections
import time:      1444 |       1573 |             spacy.pipeline._parser_internals.ner
import time:       132 |        132 |             spacy.pipeline.importlib
import time:       128 |        128 |             spacy.pipeline.sys
import time:       126 |        126 |             spacy.pipeline.collections
import time:       126 |        126 |             spacy.pipeline.typing
import time:       110 |        110 |               spacy.pipeline.thinc
import time:        67 |        176 |             spacy.pipeline.thinc.api
import time:      2096 |       4355 |           spacy.pipeline.ner
import time:       134 |        134 |             spacy.pipeline.importlib
import time:       111 |        111 |             spacy.pipeline.sys
import time:       108 |        108 |             spacy.pipeline.typing
import time:       126 |        126 |             spacy.pipeline.srsly
import time:       223 |        223 |               spacy.pipeline.importlib
import time:       229 |        229 |               spacy.pipeline.sys
import time:       160 |        160 |               spacy.pipeline.itertools
import time:       152 |        152 |               spacy.pipeline.typing
import time:       162 |        162 |                 spacy.pipeline.thinc
import time:       230 |        391 |               spacy.pipeline.thinc.api
import time:      1953 |       3107 |             spacy.pipeline.senter
import time:      1373 |       4957 |           spacy.pipeline.sentencizer
import time:      3340 |       3340 |             spacy.pipeline.spancat
import time:      1912 |       5252 |           spacy.pipeline.span_finder
import time:      1616 |       1616 |           spacy.pipeline.span_ruler
import time:      1412 |       1412 |           spacy.pipeline.textcat
import time:      1169 |       1169 |           spacy.pipeline.textcat_multilabel
import time:      1125 |     308045 |         spacy.pipeline
import time:      1164 |       1164 |                           click._winconsole
import time:      1274 |       2437 |                         click._compat
import time:       769 |        769 |                           click.globals
import time:       836 |        836 |                           click.utils
import time:       948 |       2553 |                         click.exceptions
import time:      2172 |       7161 |                       click.types
import time:       794 |        794 |                       click._utils
import time:       811 |        811 |                         click.parser
import time:       803 |       1614 |                       click.formatting
import time:       789 |        789 |                       click.termui
import time:      2564 |      12919 |                     click.core
import time:       911 |        911 |                     click.decorators
import time:      1148 |      14977 |                   click
import time:        55 |      15032 |                 click.exceptions
import time:       854 |        854 |                 typer.colors
import time:       706 |        706 |                   typer._types
import time:       732 |        732 |                   typer._typing
import time:      1156 |       1156 |                       click.shell_completion
import time:       761 |        761 |                         shellingham
import time:      1227 |       1987 |                       typer._completion_shared
import time:       741 |        741 |                       shellingham
import time:      1309 |       5192 |                     typer._completion_classes
import time:      2672 |       2672 |                     typer.models
import time:       983 |        983 |                     typer.params
import time:       856 |        856 |                     typer.utils
import time:       472 |        472 |                     shellingham
import time:      1003 |      11177 |                   typer.completion
import time:      1858 |       1858 |                   typer.core
import time:      1682 |      16154 |                 typer.main
import time:      1221 |      33259 |               typer
import time:      1020 |       1020 |                     weasel.cli.main
import time:       577 |        577 |                           weasel.compat
import time:       798 |        798 |                           weasel.errors
import time:       939 |       2314 |                         weasel.util.commands
import time:     10566 |      10566 |                           weasel.schemas
import time:       744 |        744 |                           weasel.util.environment
import time:      1838 |       1838 |                           weasel.util.frozen
import time:       809 |        809 |                           weasel.util.logging
import time:      1070 |       1070 |                           weasel.util.validation
import time:      1083 |      16107 |                         weasel.util.config
import time:      1106 |       1106 |                         weasel.util.filesystem
import time:       863 |        863 |                         weasel.util.git
import time:       737 |        737 |                         weasel.util.hashing
import time:       651 |        651 |                         weasel.util.modules
import time:       724 |        724 |                         weasel.util.remote
import time:       648 |        648 |                         weasel.util.versions
import time:      1079 |      24225 |                       weasel.util
import time:      1198 |      25423 |                     weasel.cli.assets
import time:       596 |        596 |                       weasel.about
import time:       834 |       1429 |                     weasel.cli.clone
import time:       822 |        822 |                     weasel.cli.document
import time:       786 |        786 |                     weasel.cli.dvc
import time:       826 |        826 |                       weasel.cli.remote_storage
import time:       896 |        896 |                       weasel.cli.run
import time:       755 |       2477 |                     weasel.cli.pull
import time:       708 |        708 |                     weasel.cli.push
import time:       981 |      33642 |                   weasel.cli
import time:      1006 |      34647 |                 weasel
import time:       986 |      35633 |               spacy.cli._util
import time:       940 |      69831 |             spacy.cli.download
import time:       848 |        848 |             spacy.cli.apply
import time:      1204 |       1204 |             spacy.cli.assemble
import time:      1481 |       1481 |             spacy.cli.benchmark_speed
import time:       827 |        827 |                 spacy.training.converters.conll_ner_to_docs
import time:       737 |        737 |                 spacy.training.converters.conllu_to_docs
import time:       655 |        655 |                 spacy.training.converters.iob_to_docs
import time:       914 |        914 |                   spacy.lang.xx
import time:       666 |       1579 |                 spacy.training.converters.json_to_docs
import time:       748 |       4544 |               spacy.training.converters
import time:      1332 |       5876 |             spacy.cli.convert
import time:       824 |        824 |             spacy.cli.debug_config
import time:      1254 |       1254 |             spacy.cli.debug_data
import time:     28564 |      28564 |               spacy.cli.init_config
import time:       790 |      29353 |             spacy.cli.debug_diff
import time:      1087 |       1087 |             spacy.cli.debug_model
import time:       565 |        565 |                   spacy.displacy.templates
import time:      1130 |       1695 |                 spacy.displacy.render
import time:       883 |       2578 |               spacy.displacy
import time:      1031 |       3609 |             spacy.cli.evaluate
import time:       700 |        700 |             spacy.cli.find_function
import time:       833 |        833 |             spacy.cli.find_threshold
import time:       929 |        929 |             spacy.cli.info
import time:       845 |        845 |             spacy.cli.init_pipeline
import time:      1063 |       1063 |             spacy.cli.package
import time:      1276 |       1276 |             spacy.cli.pretrain
import time:      1069 |       1069 |             spacy.cli.profile
import time:       869 |        869 |               spacy.cli.project
import time:       861 |       1730 |             spacy.cli.project.assets
import time:       614 |        614 |             spacy.cli.project.clone
import time:       608 |        608 |             spacy.cli.project.document
import time:       604 |        604 |             spacy.cli.project.dvc
import time:       604 |        604 |             spacy.cli.project.pull
import time:       603 |        603 |             spacy.cli.project.push
import time:       604 |        604 |             spacy.cli.project.run
import time:       917 |        917 |               spacy.training.loop
import time:       785 |       1701 |             spacy.cli.train
import time:       705 |        705 |             spacy.cli.validate
import time:      1431 |     131276 |           spacy.cli
import time:        69 |     131345 |         spacy.cli.info
import time:       843 |        843 |         spacy.glossary
import time:       710 |        710 |         spacy.registrations
import time:      2440 |     779696 |       spacy
import time:      2753 |     854360 |     misaki.en
import time:      1090 |       1090 |                     phonemizer.backend.espeak
import time:       691 |        691 |                             joblib._multiprocessing_helpers
import time:       657 |        657 |                               joblib.externals
import time:       788 |        788 |                               joblib.externals.loky._base
import time:      1066 |       1066 |                                   multiprocessing.synchronize
import time:      1158 |       1158 |                                       multiprocessing.queues
import time:      1099 |       2257 |                                     concurrent.futures.process
import time:       720 |        720 |                                     joblib.externals.loky.backend.process
import time:      1008 |       3984 |                                   joblib.externals.loky.backend.context
import time:       819 |       5869 |                                 joblib.externals.loky.backend
import time:       162 |       6030 |                               joblib.externals.loky.backend.context
import time:       655 |        655 |                                 joblib.externals.loky.backend._win_reduction
import time:      2103 |       2103 |                                   joblib.externals.cloudpickle.cloudpickle
import time:       897 |       2999 |                                 joblib.externals.cloudpickle
import time:      1032 |       4685 |                               joblib.externals.loky.backend.reduction
import time:        92 |         92 |                                   faulthandler
import time:       731 |        731 |                                   joblib.externals.loky.backend.queues
import time:       525 |        525 |                                       pwd
import time:      3130 |       3130 |                                       psutil._common
import time:      3058 |       3058 |                                         psutil._psutil_windows
import time:      3549 |       6606 |                                       psutil._pswindows
import time:      2772 |      13032 |                                     psutil
import time:       710 |      13741 |                                   joblib.externals.loky.backend.utils
import time:       811 |        811 |                                   joblib.externals.loky.initializers
import time:      1391 |      16764 |                                 joblib.externals.loky.process_executor
import time:      1004 |      17768 |                               joblib.externals.loky.reusable_executor
import time:       758 |        758 |                               joblib.externals.loky.cloudpickle_wrapper
import time:      1010 |      31692 |                             joblib.externals.loky
import time:       829 |      33211 |                           joblib._cloudpickle_wrapper
import time:      1177 |       1177 |                             joblib._utils
import time:      1214 |       1214 |                             multiprocessing.pool
import time:       117 |        117 |                                 mmap
import time:       742 |        742 |                                 joblib.backports
import time:       680 |        680 |                                 joblib.disk
import time:      1015 |       1015 |                                   joblib.externals.loky.backend.spawn
import time:       874 |       1889 |                                 joblib.externals.loky.backend.resource_tracker
import time:       586 |        586 |                                     lz4
import time:      1103 |       1689 |                                   joblib.compressor
import time:       919 |        919 |                                     joblib.numpy_pickle_utils
import time:       878 |       1796 |                                   joblib.numpy_pickle_compat
import time:      1186 |       4670 |                                 joblib.numpy_pickle
import time:       928 |       9023 |                               joblib._memmapping_reducer
import time:       815 |       9838 |                             joblib.executor
import time:      1272 |       1272 |                             joblib.pool
import time:      1241 |      14740 |                           joblib._parallel_backends
import time:       727 |        727 |                             joblib.logger
import time:      1326 |       2052 |                           joblib._store_backends
import time:       768 |        768 |                           joblib.hashing
import time:      2091 |       2091 |                             pydoc
import time:       895 |        895 |                             joblib.func_inspect
import time:      1088 |       4074 |                           joblib.memory
import time:      1350 |       1350 |                           joblib.parallel
import time:      1264 |      57456 |                         joblib
import time:      1020 |       1020 |                         phonemizer.logger
import time:       777 |        777 |                           phonemizer.utils
import time:       734 |        734 |                           phonemizer.separator
import time:      1039 |       2549 |                         phonemizer.punctuation
import time:       889 |      61913 |                       phonemizer.backend.base
import time:       978 |        978 |                           phonemizer.backend.espeak.voice
import time:       815 |       1793 |                         phonemizer.backend.espeak.api
import time:       971 |       2764 |                       phonemizer.backend.espeak.wrapper
import time:       945 |      65622 |                     phonemizer.backend.espeak.base
import time:      1174 |       1174 |                     phonemizer.backend.espeak.language_switch
import time:       904 |        904 |                     phonemizer.backend.espeak.words_mismatch
import time:      1526 |      70314 |                   phonemizer.backend.espeak.espeak
import time:       752 |        752 |                   phonemizer.backend.espeak.mbrola
import time:       731 |        731 |                     phonemizer.backend.festival
import time:       697 |        697 |                     phonemizer.backend.festival.lispy
import time:      1068 |       2496 |                   phonemizer.backend.festival.festival
import time:       846 |        846 |                                     language_tags.data
import time:     40588 |      41434 |                                   language_tags.Subtag
import time:      1133 |       1133 |                                   language_tags.Tag
import time:       919 |      43485 |                                 language_tags.tags
import time:      1024 |      44508 |                               language_tags
